0.5,0.666666666666667,0.5,,,,
1.2,0.5349264,0.566645045,,,,
0.5,0.55,0.64,,,,
1.67,0.2,0.64,,,,
1.67,0.7,0.7,,,,
0.09,0.69,0.7255,,,,
0.26,0.44,0.759,,,,
0.04,1,0.8,,,,
1.54,2.33333333333333,0.99,,,,
0.22,0.39,0.99,,,,
