1,0.5,0.666666666666667,0.5,
2,1.2,0.5349264,0.566645045,
3,0.5,0.55,0.64,
4,1.67,0.2,0.64,
5,1.67,0.7,0.7,
6,0.09,0.69,0.7255,
7,0.26,0.44,0.759,
8,0.06,1.73,0.681,
9,1.54,2.33333333333333,0.99,
10,0.22,0.39,0.99,
11,0.573801362835621,0.266,0.412,
12,0.25,2.43333333333333,0.6375,
13,0.08,2.3,0.9,
14,0.15575743719488,1,0.99,
,,,,
